,id,premise,hypothesis,lang_abv,language,label
11656,c5166c82e0,ในตอนกลางคืนมีร้านอาหาร คลับ และโรงภาพยนต์มากมายให้เยี่ยมชม และในช่วงกลางวันมีชายหาดที่สวยงามพร้อมกับสวนสนุก ม้าหมุนโบราณ และแหล่งช้อปปิ้งในบริเวณใกล้เคียง,กลางคืนไม่มีอะไรทำ,th,Thai,2
5626,725bc75618,"And he claimed she was earning $11,000 a month - or $132,000 a year - from a home quilting business she had owned for 22 years.",Quilting is a profitable hobby.,en,English,1
4171,7dab3b4151,"After a purge of foreigners, only a few remained strictly confined to Dejima Island in Nagasaki Bay.",Several foreigners were imprisoned on Dejima Island because they were dangerous.,en,English,1
6167,f9a8b86480,"Afisa wa kijasusi wa Marekani katika ofisi ya Paris aliwasiliana na serikali ya Ufaransa mnamo Agosti 16 au 17, muda mfupi baada ya kuzungumza na afisa wa kesi ya Minneapolis kwa njia ya simu.",FBI ilifungua ofisi huko Paris mnamo 1925.,sw,Swahili,1
11571,745c67cd52,Jon has returned to town at the forge.,Jon is back in town.,en,English,0
12110,ed9d9e8ec2,"Well, we just have to get to it, that's all.",We should take a break.,en,English,2
7434,f19cfef124,"Поскольку я стою на коленях и прислоняюсь лбом к дереву передо мной, думая, что молюсь, я немного стесняюсь.",Я кладу голову на дерево.,ru,Russian,0
11802,0119de8063,اور میرا ایک وقت لوگوں کو تربیت دے رہا تھا کہ کس طرح جوہری ہتھیاروں پر اسکائی ڈائیو کرنا ہے، خود جوہری بم۔,خودکار بم ٹرگر کو دبانے کے لیے آپ کو صرف تھوڑی طاقت استعمال کرنے کی ضرورت ہے۔,ur,Urdu,1
1682,e1805bc7b9,Each room had a leather sofa and three folding beds for tired students after a hard day's work.,There were only two beds in the student room.,en,English,2
4283,a5c78f3a16,George W. Bush and Bill Bradley are not talking about individual wealth holders.,George W. Bush and Bill Bradley aren't talking about individual wealth holders because they don't matter.,en,English,1
4888,db8cc65939,Las funciones C-R se pueden estimar con o sin un límite claro.,Las funciones C-R nunca se pueden estimar.,es,Spanish,2
8428,461ba8951c,"A fine cruciform arch leads down a dimly lit wide staircase to the deep underground Church of the Assumption, a Greek Orthodox church.",The Assumption Church is located underground through the Crusader Arch.,en,English,0
4098,08ba0d58ae,"Baccarat (bah-cah-rah) is often considered a high-stakes card game, similar to blackjack, but with stricter rules, higher limits and less player interaction.",People interact less when playing a game of baccarat compared to blackjack.,en,English,0
1151,cbdb7ad48a,"67 to .67d, providing a procedure for preventing matters in which a trial-type hearing is required; allow the Postal Service to explain the unavailability of data that would otherwise have to be submitted; and provide for data collection for the duration of the experiment.","Sections 67 to .67d do not provide a mechanism that would allow the postal service to disclose that data is not available, limiting the issue on which a hearing-type hearing is required.",en,English,2
8100,a761c603c0,"If you need to use the mail, it would be useful if you sent your comments in writing and on diskette (in Word or ASCII format).","We don't need more than one copy of your comments, whether that be on floppy disk or in writing.",en,English,2
9240,d582e331a5,"Well, what station plays this kind of music",Which radio station plays this kind of music?,en,English,0
2002,400848fa1b,人道协会不仅仅为动物和人提供有效的社会性服务，同样也是Nashua之城的一大助力。,保护动物协会根本不保护动物。,zh,Chinese,2
11546,426a4bb4b5,"tüm bunları bilerek, bildiğim zaman, bu yırtılmış, tek sesli sesi her zaman bileceğim",Kimin sesi olduğunu bilmiyorum.,tr,Turkish,2
8883,73c17734a2,"Due to limited resources, local legal services programs are forced to turn away tens of thousands of people with critical legal problems.",Local service programs turn away only a few dozen people as a result of a lack of resources.,en,English,2
9081,0eaf747bdf,"The entrance is also home to several sculptures, including one by Carlyle, the gallery's founding father.","The entrance is also home to several works of art, including the Carlisle sculpture.",en,English,0
581,35544f9911,"However, the movie doesn't come up with much.",This movie did not exceed my expectations.,en,English,0
4246,110084b0dc,uh-huh how about any matching programs,What about matching programs?,en,English,0
9777,778b42d0d9,Las palabras que no encajan no se pueden devolver.,Todas las palabras son correctas.,es,Spanish,2
6645,b22bda1a6a,But the third attempt worked better.,The third try worked better because we had the right tools.,en,English,1
4415,0d09b8724a,"Pat Buchanan followed immediately behind, handing out smallpox-infected blankets and bottles of whiskey.",Pat Buchanan walked around with whiskey in hand.,en,English,0
1936,1e49cfb966,Because otherwise it's also hot if you turn it on when it's cold in the spring and then it gets really hot in the summer,You should start them around June so they don't get too hot.,en,English,1
5764,9f59c3a32c,钦定版《圣经》中包含很多这样的古语，且一直传承到现代英语中，所以它们常出现在同意反复和因果解释中。,因为有许多古语，阅读国王詹姆斯圣经并不容易。,zh,Chinese,1
3500,ea087d4485,"That couldn't happen in a sane world, either.",That could definitely happen in a sane world.,en,English,2
11136,a1f22e8f84,"They wanted you, so they got you."" Dave thought about it.",They got you because they wanted you.,en,English,0
4897,ede0c57b3e,高卢语虚拟语气的错综复杂，根本不令他担心，最好的原因是他甚至懒得去尝试。,他担心世上所有的事。,zh,Chinese,2
3833,7c73980a29,i think yeah and it's a just a nice escape and you know it's something to laugh at and enjoy,It is an escape that is short-lived.,en,English,1
4818,ae10ee54f1,"For example, a case study of the effectiveness of a job training program may need to take into account general economic trends in the community, such as unemployment rates.",General economic trends would not need to be considered with a case study on the effectiveness of job training.,en,English,2
10853,4b890ccfd9,"К сожалению, нам снова пришлось переехать.",В 1992 году мы опять переехали в новый штат.,ru,Russian,1
9481,c803e3b7ed,"Comme pour tous les dons à l'Institut, 100% de votre contribution sera utilisée directement pour la recherche.",Nous dépensons la moitié de votre argent en frais administratifs.,fr,French,2
3094,dea4f34362,"En tant qu'institution qui promeut l'éducation et l'apprentissage par la connexion des personnes et du monde naturel qui les entoure, la Société se prépare activement à poursuivre son succès à l'avenir.",La société n'a investi aucune ressource pour influencer leur avenir.,fr,French,2
6212,a4022a36d0,The door opened and Severn came out.,They are waiting for someone to open the door for them.,en,English,2
1778,53e11f463b,"Brendan Gill, mkurugenzi mtendaji wa zamani wa kundi la Bexar County, alisema amekuja kuona ushirikiano huo kama hatua nzuri kwa Texas Kusini.",Brendan Gill alichukua pesa hizo baada ya kampuni hizo kuunganishwa.,sw,Swahili,1
10647,7bfa8a5feb,"Filmin bahsetmediği şey, Kaufman'ın sık sık kendi ölümüyle nasıl başa çıkmak istediğinden bahsetmesidir.",Kaufman'ın ölümüyle ilgili değerlendirmesi filmde yer almıyor.,tr,Turkish,0
6123,0f5c8f80ab,"Among the sights in Beziers are the ancient Eglise Saint Jacques and Eglise Sainte Madeleine, the 19th-century Halles (covered market), and the massive Cathedrale Saint-Nazaire, from which there is a good view over the river valley.",Beziers receives thousands of visitors from other countries every year.,en,English,1
11410,4a7224abd7,yeah yeah seven percent or something depends where you are some places in dallas i guess it's closer to eight and places like lewisville it's much closer to seven,Places like Dallas 7 percent.,en,English,2
5633,abce6f60d9,"In camping workshops you can see fantastic birds and butterflies being made from paper (and increasingly, plastic these days) drawn on strong, flexible bamboo frames.",The birds and butterflies can only be seen in the kampung workshops.,en,English,1
9716,0517b41b6c,Nhiệt độ nước biển dao động từ 18e đến 24e (64-75e F).,"Nhiệt độ nước biển liên tục thay đổi, nhưng chúng không bao giờ xuống dưới mức đóng băng.",vi,Vietnamese,0
